"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42"
4.28746640626468,0.0512150993767609,1.78592349127078,0.292529001060403,0.132033782648424,6.18785791908591,8.86724132446577,4.13267526699058,6.88720873361665,0.0245258559628637,0.622454325836945,0.000782713340245796,0.746304040155536,2.57813212244997,0.891962611972462,4.28955753726667,4.44587477254733,1.01568898303166,0.0379923574725452,0.734080750951334,0.0121958622826295,0.00793145982996437,0.190505479550341,0.428904735066042,0.183402613365043,0.676410269598688,3.42109653731569,0.838682874266466,8.65725247040556,0.336347924586472,0.00958401174411598,0.26651556710887,0.0626547654658659,5.49613963272732e-09,3.53273975397347,20.3242114986093,8.53157677349312,3.50813106792589,0.0444029119982598,0.0257054978526678,0.804867168980016,0.125373655317769
0.261085752391964,0.00263820822030386,0.225922656827525,0.01430937095414,1.51288711131621,2.29766041620116,9.18913957529751,0.735300820672937,4.8928073443299,0.200804475837613,2.99401137589505,22.5934393003176,2.97278634886172,3.651093951046,7.26365262802506,10.5810511030199,2.52555024973165,0.251810923905663,0.111159415302964,6.41279427987451,0.510635268871758,0.0253778894068429,0.11146057277532,4.40566428300108,0.0238660624531232,0.941195254122729,1.99847168882865,3.42305070344949,4.67258039194707,2.0585283052825,0.236963140892578,0.0389413815269595,0.191720746864781,0.00483346837985948,0.159010426292303,1.75726812382978,0.0104617471720299,0.716623670808499,0.0117535517070843,0.00524290704642321,0.00422748089101973,0.00221762642086842
0.23183489066335,3.38260898177199,0.719145089116481,0.00154587637093639,4.79775227616118,0.971375606130138,0.0635365711865988,1.58140732344469,11.323784855284,6.02019660953447,0.975379032634349,8.57998141096974,0.24014956444631,1.61199256899635,0.00141837563823346,14.4207937710499,0.0801636175166367,1.69139206851522,0.144861674172535,2.46424386064072,0.734261346662745,2.37086482662511,0.33604996262598,1.49359651154359,0.368310582183578,5.15215134910571,0.101128443007144,11.0417772008467,6.10900993146662,1.78394826078231e-05,0.090083007306141,1.01851669822919,0.11419795023051,2.09123614370074,1.9021701759119,3.16478363501907,0.319424272020957,3.6067517098213,0.482121810013202,0.0783828166994714,0.064973519937338,0.0566262433165648
0.143930943830157,1.49675555518629,1.07708821185736,0.00113195610860432,0.221264389554228,1.53338314992951,0.281322453504519,1.86634426755862,10.2514425471876,3.1043505378476,18.2156658478633,0.665232838833426,1.54819679205789,0.778321229624839,4.29013447578431,5.8929413995043,1.69384167923569,1.63062078602456,5.03539878681496,21.1286652740319,5.80492586908654,1.00358076799701,1.15080972325977,0.480144171284728,0.837222740920416,0.0510449493721737,1.91811908699112,0.0706702184897808,0.359043069759027,1.53389643173972,1.54516949818984,0.283879056563396,0.167225836602288,0.683534935445722,0.0715191241912408,0.438464642342916,0.151376371252643,0.826916218164969,0.273805389803149,0.103761507303885,1.37845187445851,0.0104053944415705
0.672437787814604,0.865986266049971,0.651186968766647,0.0410465436428528,5.98845746264358,0.664120527293749,1.33573600965987,9.29679356389362,6.10953247263859,11.6018091323244,0.0297680734739195,6.61873589415075,2.10898714255403,0.132089663385231,0.881889921085451,0.971564315127169,0.000563992919517637,8.65963128486917,0.160506843774408,2.26382545940808,11.1789975103873,0.166862981168694,0.0669514097011339,0.573880340976807,0.157851727379175,2.73049766013216,4.27176740337745,5.12577294384883,0.0325256820331955,0.20719656791638,1.02299555750998,1.29193264798695,2.50012249758867,1.59577819214854,1.07308948323011,0.707398207004259,0.00731625269882414,7.5667548328652,0.561395786612918,0.0893097295811813,6.95880934031105e-05,0.0168636722831517
1.95896448215036,9.74999368100671,5.34170251844507,0.0980232364377146,0.0918532919553656,0.238482383807477,0.0890449978627037,1.31378004472756,0.00694000574644441,1.62056732303179,0.151718092220516,0.290857943512379,1.01240734959883,0.239026273091249,0.0272602940118098,4.42502901908932,0.825385434248128,1.33530118823544,0.279496146185112,0.540556270269192,1.01253749718113,0.108869483718588,0.0643951117034105,0.513897880718776,0.460086866226835,0.374918106183848,0.152451048765821,6.37942212768143,4.47824641301655,0.274091364578427,0.121367554733669,0.907171945784116,0.0260324093775605,3.05584256805454,0.0894732842181069,0.000208473354250959,21.5036040507365,25.618378958728,2.49311837288729,1.68266536121922,0.293310583862055,0.753520561636692
2.36504112987088,2.53262544190913,7.82888158742804,0.0412766596067692,3.34057311432006,0.049700645169543,7.53951302019883,3.12518193982214,0.279054865736068,0.00172027470166555,5.45077165875959,0.534833145528622,4.21832946559181,0.647146644575226,0.263133040718209,1.2446076642533,0.965080611847857,0.00479465356132365,0.34696359934112,3.77216255009699,0.0217492093810114,0.0541752482834747,0.0132201816737673,0.0405666946653878,0.0731148590557272,0.228973518728646,0.289864673907529,1.08119015984535,2.42371710343793,0.0565324295938674,0.182046328666625,2.09939686274079,2.34726742422494,11.3394645796225,0.194578748344526,1.31113313288694,0.540581803346141,1.04370094144205,0.252801661971284,1.78230044810097,26.8392462688571,3.23298600818631
0.186853509564644,10.9627865126277,0.324287997195762,0.0408989211408206,3.99202862897387,0.889025547593729,1.58891238392726,1.35270380653495,1.469168800266,0.34223718576666,0.202163548920037,0.897386344673372,2.85865433975077,0.478207173508029,0.212862548354425,0.160152581661198,1.98480684846761,1.76213860239166,0.00484941182243244,2.01384682491157,2.08738702541433,1.73821536697676,0.166790853972945,0.010629592788713,7.12694789121789,0.313757750707215,2.79180209547239,7.75828482213717,5.88935730246053,3.16622554375979,7.64965401860475,0.290579857377185,0.360672412170945,3.71002514831762,0.387997825465605,12.3329805511436,5.09824586015758,6.32861673498072,0.165493173229321,0.478893257834474,0.331426204718806,0.0920451930391292
2.2243083276035,0.768124150103038,1.34632940490788,0.122249120220748,0.787739245840782,6.3370801006517,0.0603299915078377,7.57267144995848,1.82756628629207,0.391552054702168,1.15634430525336,2.40192311873606,2.94816248447587,0.225636990850521,4.5244593477737,3.79209419516519,10.662461554618,1.89986156818705,23.7572651843982,0.272677131325886,3.4442303832268,0.704913702789138,0.735897931107804,1.47427281730195,0.451791058844525,1.19651763875513,0.283300317618912,0.231449500490353,2.61141425536003,0.319711692345732,1.64834185666884,0.369062192823179,0.8200762431417,0.116975511725088,0.243137497243496,0.16409949642287,0.00181108130186006,0.32113491420198,1.09505998305215,0.927896305181043,0.938037588599284,8.82203201922613
0.769488797541176,0.335751986531097,0.0590468836581961,0.741384326511752,3.79254203135317,6.68344535005544,5.37075642054094,0.257199132859221,2.22443613415027,2.21876277794204,0.401741574610692,10.7742878124039,12.8019539731712,0.0540959177913077,3.74426548901589,3.37132102347397,3.67171260825789,0.0820504991922471,0.0964897962225216,9.76487237594115,1.88395344555993,0.741350383408048,0.171845146832323,0.4091789510102,0.525056330930093,0.00116356272652101,14.397729661774,9.2329262586193,2.54273867498861,0.983261350985476,0.128463425561366,2.11467961959291e-08,0.31028084321158,0.276693875190096,0.000365996508210696,0.482967979187562,0.0154719494535178,0.552743200027377,0.0300177467084724,0.0474916995459991,0.0459526273900158,0.00474195801048108
0.00436326879328073,1.19649232282715,0.364172807870981,0.6435253112954,1.05379474457257,2.82667378039791,5.84118881249254,15.1804387416443,0.0608093422247999,6.13762473744527,0.212240540432802,1.73389555954009,0.968914772396082,6.60872250552257,7.92397257735367e-05,1.64770947897171,10.7301945832493,10.9864629418633,0.00249271550345231,6.39831527051821,1.3950487483392e-06,3.81436857376472,1.25219083963262,2.34904619218707,2.59951999782973,1.14271467996496,1.28621693819035,0.532097534012978,2.24006643866721,2.76759369535064,0.105366398327765,3.77522439809446,0.0784192063371488,0.0458549303427415,0.797915727787866,4.53001692867307,0.0209363540243007,0.00333109124134445,0.000102354437146487,0.0029447418618462,0.018301969375708,0.0396581375599629
2.45975561005641,2.05621902255764,0.106464700964855,0.00897836427024293,8.36176023217832,1.35198057776293,1.75732304955202,10.1309470645336,4.47447787414486,1.2294440151483,0.507274085876656,2.07601241208615,0.0111037099478469,0.0488392015525517,2.3787534854581,0.00185066358433488,2.42892798302704,3.79366437944052,0.735462771022048,1.9301981089112,0.222175764902026,1.83690970345943,2.78403833708353,0.67553292797459,0.917859266735477,1.79855251362497,5.18718547840285,4.14134963091658,0.999945783934626,0.00959724836586102,0.195324166266005,24.7357963587678,0.578160928735807,4.06086461236063,0.0115769952347144,1.85273109155421,3.98259635639725,0.034910976872021,0.0149412247033059,0.0725691838646049,0.0195877011538784,0.0183564366141887
0.751478240862872,1.01945971659734,0.126676240906021,1.32221777686147,4.55299138376696,3.32087742940399,4.7985565423433,12.2822093286726,4.56279527932253,1.6299446718351,0.414695091270856,2.78962354709149,0.0338804996040809,0.253815005708021,9.48371735660447,0.802894661541321,0.267648101178759,6.05320821244292,0.799731115089819,2.76324854756801,0.103516372122258,0.383010526078293,2.35669730436318,6.35028890053884,7.48638071625713,2.2162733641213,1.8435036594749,1.08288672966394,3.11943789122364,0.074019317069936,0.133715506455289,10.1078797237993,0.0244965851848112,2.38141172358712,0.457038345647357,2.31555953438857,1.35289283935744,0.0789331682191087,0.00340556387549818,0.0362137965746417,0.0395226803216452,0.0232470030039447
3.56446266810615,6.88100769960939,1.1459492127742,1.60966992236956,0.453312300544795,1.53284907392946,7.306261523256,0.0460162560124027,0.117929492006185,0.238399643261145,0.014023631206953,0.42093618070195,0.200226556457503,0.000686029838570106,0.00508928969626658,1.06551021828042,2.84033111726655,0.182652509583268,0.0742463492289659,0.535094112334287,0.198164222469133,2.89845163590214,0.514168175628023,0.605377831803241,0.00933063077677538,0.00557337847996778,0.547382685189224,2.65401775093437,1.54882243037827,2.3591408750662,6.87339163923119,22.358885610509,2.25184277348678,7.21437254767474,5.65500066263252,10.9345844351838,0.854891772247061,4.21659948610364,0.0301329717712335,0.0317786649337083,0.00335256782251695,8.3465312568751e-05
2.11832832984756,0.125089143134889,1.44634189184191e-05,0.11181982340061,0.166027210137611,12.9320064858905,2.27647037421802,0.0746411751524205,1.27270615421302,2.49708695795128,4.68782624468675,0.336196447478616,5.89108669418991,1.1864522875029,19.1555616547864,0.671676741388292,3.49041769380675,2.00931548286112,2.2288367813377,2.82602937078153,0.114083829431159,1.66711372662477,4.92135658634166,0.125667733852116,11.1531364971024,1.95339063262658,0.0852543627591171,0.904496644343514,4.16820504655826,2.21154080596476,0.407735722897475,0.976583266762052,0.00775918137099898,0.09045592940034,0.0794006009475778,0.00388626847754443,0.753307003462134,1.896555907378,2.91549807135001,0.914157407637482,0.530342127971641,0.0624831305555388
2.22462869361964,1.62936456962986,1.1844502184036,0.341937709499319,0.316389578738612,12.2201195630108,2.2743357314684,0.24764621715278,2.23130996190219,1.36407116477427,0.0190249828826986,1.39295989868587,12.9481815757975,0.0217485578973065,1.35640897473574,0.808635952735865,0.163217397352723,1.42653761503243,2.27794065760114,3.52452400963977,0.90186904162947,0.175011675472422,2.35963816571816,0.0164778245659921,2.54893864121906,2.05954421379799,24.1960660801491,5.80445841054768,5.79497392733228,0.0409582349533554,1.81661459574017,7.31836407073221e-05,2.66987316453119,1.65999508193766,0.181090462016488,0.557586392864358,0.178998451805401,0.441893746259029,0.119608908202989,0.241937331776317,0.240968052023763,0.0199913832560618
7.22702135989956,0.997917491808683,0.566012299019488,0.0611902914612196,1.17677783302335,0.0226640298233231,1.38217808245336,0.605984126775169,5.71323322959379,3.73960662012409,0.306038856970952,0.0190084575719529,1.47585765356351,3.14636815340626,0.210944683217482,3.83071091630764,1.16964169615007,0.11651431913127,9.11582514478367,9.29596461954741,3.81304496738985,0.155487638487291,1.01859527167166,3.15395116569152,0.213201643814687,0.454986993706691,0.154076827812551,0.279267881211347,3.58512509305193,0.0394428811045223,0.501214964126882,0.209815393676988,0.577852942871991,0.0736221309421085,0.0293519837553328,1.13914143292027,0.135828157976417,0.13120113651344,1.00214001354767,1.64342637598273,14.1438635043423,17.3659017347696
5.36535796603661,0.130243252642497,4.59984730475707,0.141685753288768,3.73744060120969,0.0346272554571362,0.892025161407103,5.00122667001647,9.78845464062275,1.88905140985079,0.502339555332529,0.430848820466208,1.03807543147286,1.04765324284267,2.46543518931783,0.335912304592223,5.71498344007771,0.232122689677354,2.46342100155636,3.00841183295572,0.532379559889852,0.0456699073293774,0.840525338280058,0.574715491468523,0.180631777941575,0.359553458500511,0.0923102660581549,0.489001770481061,0.504318657420532,0.0816492072852887,0.0145368209547402,0.0711017429387618,0.0917173292499275,0.24860446749597,0.410695667654915,0.0147429139947781,0.336610032578602,0.116043476053975,3.72321258364683,8.56374684770286,17.081663311205,16.8074058482884
0.00660855892579649,10.1001834767038,0.183896621610302,0.256546042781532,4.97127880079361,0.137114023643891,0.259512102977825,0.90537884498999,2.02469841722975,1.688772853928,0.201423646071259,0.0207082016675797,1.7162072583484,0.892281928299069,0.0804363126769738,2.2728969313021,1.90314261109833,0.048447529400019,0.140034392819751,0.755647432687927,17.0698048542933,2.18523761348488,0.0756143933789335,4.6293027143756,2.70884407870491,0.468471332518176,0.504631668775238,2.61422619046283,0.062664617429423,6.4080992010006,11.9143263517345,4.51896522964714,0.155336206901452,4.91328056255234,0.043999036364581,0.286086499723181,5.76751349427049,5.76832342795466,0.287906402166964,0.877902088857852,0.17411515740892,0.000132890038190484
4.95128295854503,1.78374910153935,1.87946920495161,0.406038172016381,0.207799375478114,10.2416186636962,0.940312175449348,0.0961167481322916,2.24188256502226,0.266601114059156,0.0670069883472564,1.07315788325339,1.35966170782433,0.581681374079189,3.86355014487288,0.638722578718806,3.11589901115659,0.213189690641231,1.87589512175028,0.139663011322553,0.124292686666499,0.112371576761871,1.60584018803506,0.017852665570664,5.32940205313437,4.63308656395223,5.94757881329696,0.224339922626603,3.90265599861932,5.98088103985694,12.7630529525202,7.15208419778874,2.03918643350273,0.196525305065687,0.457230028426274,0.540257440047481,8.67378421644041,2.45518159715302,0.942410527059366,0.653842673113747,0.0194655892672887,0.285379940238306
